都道府県名,市区町村,人口(計)
高知県,長岡郡大豊町,3223.0
高知県,土佐郡土佐町,3625.0
高知県,土佐郡大川村,361.0
高知県,吾川郡いの町,21504.0
高知県,吾川郡仁淀川町,4795.0
高知県,高岡郡中土佐町,6106.0
高知県,高岡郡佐川町,12238.0
高知県,高岡郡越知町,5087.0
高知県,高岡郡檮原町,3236.0
高知県,高岡郡日高村,4858.0
高知県,高岡郡津野町,5456.0
高知県,高岡郡四万十町,15761.0
高知県,幡多郡大月町,4582.0
高知県,幡多郡三原村,1435.0
高知県,幡多郡黒潮町,10411.0
福岡県,北九州市門司区,93746.0
福岡県,北九州市若松区,80590.0
福岡県,北九州市戸畑区,55857.0
福岡県,北九州市小倉北区,179217.0
福岡県,北九州市小倉南区,207516.0
福岡県,北九州市八幡東区,63784.0
福岡県,北九州市八幡西区,248686.0
福岡県,福岡市東区,321864.0
福岡県,福岡市博多区,238810.0
福岡県,福岡市中央区,197535.0
福岡県,福岡市南区,266714.0
福岡県,福岡市西区,208583.0
福岡県,福岡市城南区,126243.0
福岡県,福岡市早良区,221649.0
福岡県,大牟田市,108421.0
福岡県,久留米市,302383.0
福岡県,直方市,55655.0
福岡県,飯塚市,125753.0
福岡県,田川市,45704.0
福岡県,柳川市,63182.0
福岡県,八女市,60943.0
福岡県,筑後市,49403.0
福岡県,大川市,32359.0
福岡県,行橋市,72635.0
福岡県,豊前市,24195.0
福岡県,中間市,39912.0
福岡県,小郡市,59760.0
福岡県,筑紫野市,106442.0
福岡県,春日市,112765.0
福岡県,大野城市,102809.0
福岡県,宗像市,97319.0
福岡県,太宰府市,71542.0
福岡県,古賀市,59234.0
福岡県,福津市,68481.0
福岡県,うきは市,28213.0
福岡県,宮若市,26746.0
福岡県,嘉麻市,35532.0
福岡県,朝倉市,50903.0
福岡県,みやま市,35481.0
福岡県,糸島市,103702.0
福岡県,那珂川市,49994.0
福岡県,糟屋郡宇美町,37119.0
福岡県,糟屋郡篠栗町,31020.0
福岡県,糟屋郡志免町,46560.0
福岡県,糟屋郡須惠町,29270.0
福岡県,糟屋郡新宮町,33448.0
福岡県,糟屋郡久山町,9324.0
福岡県,糟屋郡粕屋町,48933.0
福岡県,遠賀郡芦屋町,13145.0
福岡県,遠賀郡水巻町,27810.0
福岡県,遠賀郡岡垣町,31697.0
福岡県,遠賀郡遠賀町,19109.0
福岡県,鞍手郡小竹町,7119.0
福岡県,鞍手郡鞍手町,15172.0
福岡県,嘉穂郡桂川町,13043.0
福岡県,朝倉郡筑前町,30233.0
福岡県,朝倉郡東峰村,1912.0
福岡県,三井郡大刀洗町,16038.0
福岡県,三潴郡大木町,13897.0
福岡県,八女郡広川町,19366.0
福岡県,田川郡香春町,10370.0
福岡県,田川郡添田町,8828.0
福岡県,田川郡糸田町,8527.0
福岡県,田川郡川崎町,15606.0
福岡県,田川郡大任町,5147.0
福岡県,田川郡赤村,2953.0
福岡県,田川郡福智町,21513.0
福岡県,京都郡苅田町,37767.0
福岡県,京都郡みやこ町,18384.0
福岡県,築上郡吉富町,6649.0
福岡県,築上郡上毛町,7391.0
福岡県,築上郡築上町,17309.0
佐賀県,佐賀市,229427.0
佐賀県,唐津市,116972.0
佐賀県,鳥栖市,74537.0
佐賀県,多久市,18285.0
佐賀県,伊万里市,52721.0
佐賀県,武雄市,47705.0
佐賀県,鹿島市,27914.0
佐賀県,小城市,44365.0
佐賀県,嬉野市,25090.0
佐賀県,神埼市,30624.0
佐賀県,神埼郡吉野ヶ里町,16228.0
佐賀県,三養基郡基山町,17545.0
佐賀県,三養基郡上峰町,9789.0
佐賀県,三養基郡みやき町,25752.0
佐賀県,東松浦郡玄海町,5130.0
佐賀県,西松浦郡有田町,19051.0
佐賀県,杵島郡大町町,6136.0
佐賀県,杵島郡江北町,9609.0
佐賀県,杵島郡白石町,21741.0
佐賀県,藤津郡太良町,8256.0
長崎県,長崎市,401195.0
長崎県,佐世保市,240473.0
長崎県,島原市,43169.0
長崎県,諫早市,134691.0
長崎県,大村市,98305.0
長崎県,平戸市,29162.0
長崎県,松浦市,21369.0
長崎県,対馬市,28452.0
長崎県,壱岐市,24956.0
長崎県,五島市,35025.0
長崎県,西海市,25747.0
長崎県,雲仙市,41829.0
長崎県,南島原市,42556.0
長崎県,西彼杵郡長与町,40395.0
長崎県,西彼杵郡時津町,29544.0
長崎県,東彼杵郡東彼杵町,7556.0
長崎県,東彼杵郡川棚町,13400.0
長崎県,東彼杵郡波佐見町,14283.0
長崎県,北松浦郡小値賀町,2239.0
長崎県,北松浦郡佐々町,14103.0
長崎県,南松浦郡新上五島町,17611.0
熊本県,熊本市中央区,176120.0
熊本県,熊本市東区,191299.0
熊本県,熊本市西区,89954.0
熊本県,熊本市南区,133161.0
熊本県,熊本市北区,140942.0
熊本県,八代市,122625.0
熊本県,人吉市,30734.0
熊本県,荒尾市,50415.0
熊本県,水俣市,22709.0
熊本県,玉名市,64066.0
熊本県,山鹿市,49397.0
熊本県,菊池市,47103.0
熊本県,宇土市,36483.0
熊本県,上天草市,25015.0
熊本県,宇城市,57562.0
熊本県,阿蘇市,24751.0
熊本県,天草市,75101.0
熊本県,合志市,64474.0
熊本県,下益城郡美里町,9062.0
熊本県,玉名郡玉東町,5241.0
熊本県,玉名郡南関町,9001.0
熊本県,玉名郡長洲町,15506.0
熊本県,玉名郡和水町,9303.0
熊本県,菊池郡大津町,36030.0
熊本県,菊池郡菊陽町,43714.0
熊本県,阿蘇郡南小国町,3850.0
熊本県,阿蘇郡小国町,6634.0
熊本県,阿蘇郡産山村,1411.0
熊本県,阿蘇郡高森町,6057.0
熊本県,阿蘇郡西原村,6926.0
熊本県,阿蘇郡南阿蘇村,10155.0
熊本県,上益城郡御船町,17051.0
熊本県,上益城郡嘉島町,10072.0
熊本県,上益城郡益城町,33718.0
熊本県,上益城郡甲佐町,10273.0
熊本県,上益城郡山都町,13623.0
熊本県,八代郡氷川町,11179.0
熊本県,葦北郡芦北町,15724.0
熊本県,葦北郡津奈木町,4324.0
熊本県,球磨郡錦町,10282.0
熊本県,球磨郡多良木町,8828.0
熊本県,球磨郡湯前町,3608.0
熊本県,球磨郡水上村,2035.0
熊本県,球磨郡相良村,4095.0
熊本県,球磨郡五木村,974.0
熊本県,球磨郡山江村,3276.0
熊本県,球磨郡球磨村,2958.0
熊本県,球磨郡あさぎり町,14554.0
熊本県,天草郡苓北町,6571.0
大分県,大分市,476556.0
大分県,別府市,113735.0
大分県,中津市,83101.0
大分県,日田市,62080.0
大分県,佐伯市,67126.0
大分県,臼杵市,36137.0
大分県,津久見市,15868.0
大分県,竹田市,19890.0
大分県,豊後高田市,22177.0
大分県,杵築市,27295.0
大分県,宇佐市,53395.0
大分県,豊後大野市,33415.0
大分県,由布市,33531.0
大分県,国東市,26179.0
大分県,東国東郡姫島村,1812.0
大分県,速見郡日出町,28115.0
大分県,玖珠郡九重町,8729.0
大分県,玖珠郡玖珠町,14384.0
宮崎県,宮崎市,399576.0
宮崎県,都城市,161605.0
宮崎県,延岡市,117563.0
宮崎県,日南市,49989.0
宮崎県,小林市,43554.0
宮崎県,日向市,59390.0
宮崎県,串間市,16990.0
宮崎県,西都市,28867.0
宮崎県,えびの市,18050.0
宮崎県,北諸県郡三股町,25992.0
宮崎県,西諸県郡高原町,8838.0
宮崎県,東諸県郡国富町,18695.0
宮崎県,東諸県郡綾町,7043.0
宮崎県,児湯郡高鍋町,19729.0
宮崎県,児湯郡新富町,16888.0
宮崎県,児湯郡西米良村,1073.0
宮崎県,児湯郡木城町,4908.0
宮崎県,児湯郡川南町,15095.0
宮崎県,児湯郡都農町,10262.0
宮崎県,東臼杵郡門川町,17385.0
宮崎県,東臼杵郡諸塚村,1499.0
宮崎県,東臼杵郡椎葉村,2586.0
宮崎県,東臼杵郡美郷町,4839.0
宮崎県,西臼杵郡高千穂町,11327.0
宮崎県,西臼杵郡日之影町,3592.0
宮崎県,西臼杵郡五ヶ瀬町,3503.0
鹿児島県,鹿児島市,597834.0
鹿児島県,鹿屋市,100767.0
鹿児島県,枕崎市,19715.0
鹿児島県,阿久根市,18914.0
鹿児島県,出水市,52191.0
鹿児島県,指宿市,38487.0
鹿児島県,西之表市,14417.0
鹿児島県,垂水市,13624.0
鹿児島県,薩摩川内市,92248.0
鹿児島県,日置市,46992.0
鹿児島県,曽於市,33600.0
鹿児島県,霧島市,124751.0
鹿児島県,いちき串木野市,26468.0
鹿児島県,南さつま市,32279.0
鹿児島県,志布志市,29808.0
鹿児島県,奄美市,41670.0
鹿児島県,南九州市,32745.0
鹿児島県,伊佐市,23967.0
鹿児島県,姶良市,78077.0
鹿児島県,鹿児島郡三島村,369.0
鹿児島県,鹿児島郡十島村,657.0
鹿児島県,薩摩郡さつま町,19534.0
鹿児島県,出水郡長島町,9809.0
鹿児島県,姶良郡湧水町,8700.0
鹿児島県,曽於郡大崎町,12398.0
鹿児島県,肝属郡東串良町,6510.0
鹿児島県,肝属郡錦江町,6640.0
鹿児島県,肝属郡南大隅町,6364.0
鹿児島県,肝属郡肝付町,14241.0
鹿児島県,熊毛郡中種子町,7489.0
鹿児島県,熊毛郡南種子町,5363.0
鹿児島県,熊毛郡屋久島町,11724.0
鹿児島県,大島郡大和村,1414.0
鹿児島県,大島郡宇検村,1653.0
鹿児島県,大島郡瀬戸内町,8442.0
鹿児島県,大島郡龍郷町,6017.0
鹿児島県,大島郡喜界町,6565.0
鹿児島県,大島郡徳之島町,10290.0
鹿児島県,大島郡天城町,5597.0
鹿児島県,大島郡伊仙町,6361.0
鹿児島県,大島郡和泊町,6296.0
鹿児島県,大島郡知名町,5634.0
鹿児島県,大島郡与論町,5078.0
沖縄県,那覇市,317030.0
沖縄県,宜野湾市,100269.0
沖縄県,石垣市,49530.0
沖縄県,浦添市,115702.0
沖縄県,名護市,64290.0
沖縄県,糸満市,62569.0
沖縄県,沖縄市,142679.0
沖縄県,豊見城市,65954.0
沖縄県,うるま市,125973.0
沖縄県,宮古島市,55562.0
沖縄県,南城市,45928.0
沖縄県,国頭郡国頭村,4504.0
沖縄県,国頭郡大宜味村,3044.0
沖縄県,国頭郡東村,1752.0
沖縄県,国頭郡今帰仁村,9364.0
沖縄県,国頭郡本部町,13002.0
沖縄県,国頭郡恩納村,11298.0
沖縄県,国頭郡宜野座村,6303.0
沖縄県,国頭郡金武町,11451.0
沖縄県,国頭郡伊江村,4366.0
沖縄県,中頭郡読谷村,42041.0
沖縄県,中頭郡嘉手納町,13154.0
沖縄県,中頭郡北谷町,29056.0
沖縄県,中頭郡北中城村,17936.0
沖縄県,中頭郡中城村,22409.0
沖縄県,中頭郡西原町,35728.0
沖縄県,島尻郡与那原町,20003.0
沖縄県,島尻郡南風原町,40642.0
沖縄県,島尻郡渡嘉敷村,695.0
沖縄県,島尻郡座間味村,895.0
沖縄県,島尻郡粟国村,666.0
沖縄県,島尻郡渡名喜村,317.0
沖縄県,島尻郡南大東村,1210.0
沖縄県,島尻郡北大東村,542.0
沖縄県,島尻郡伊平屋村,1213.0
沖縄県,島尻郡伊是名村,1308.0
沖縄県,島尻郡久米島町,7413.0
沖縄県,島尻郡八重瀬町,32630.0
沖縄県,宮古郡多良間村,1085.0
沖縄県,八重山郡竹富町,4288.0
沖縄県,八重山郡与那国町,1725.0
